id,x,y,cluster,weight<Links>,weight<Total link strength>,label,score<AI2015>,Weight<AICount2015>,score<AI2016>,Weight<AICount2016>,score<AI2017>,Weight<AICount2017>,score<AI2018>,Weight<AICount2018>,score<AI2019>,Weight<AICount2019>,score<AI2020>,Weight<AICount2020>,score<AI2021>,Weight<AICount2021>,score<AI2022>,Weight<AICount2022>,score<AI2023>,Weight<AICount2023>,score<AI2024>,Weight<AICount2024>
E04G,-0.1454,0.1955,6,575,488835,SCAFFOLDING; FORMS; SHUTTERING; BUILDING IMPLEMENTS OR AIDS. OR THEIR USE; HANDLING BUILDING MATERIALS ON THE SITE; REPAIRING. BREAKING-UP OR OTHER WORK ON EXISTING BUILDINGS,47,47,128,128,151,151,230,230,410,410,425,425,319,319,344,344,302,302,207,207
E04H,-0.2766,0.1335,6,612,732203,BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES; SWIMMING OR SPLASH BATHS OR POOLS; MASTS; FENCING; TENTS OR CANOPIES. IN GENERAL (foundations E02D),135,135,214,214,247,247,327,327,415,415,532,532,452,452,555,555,537,537,169,169
E05B,-0.7164,0.0672,6,574,439748,LOCKS; ACCESSORIES THEREFOR; HANDCUFFS,28,28,45,45,69,69,127,127,169,169,259,259,219,219,147,147,118,118,29,29
E05C,-0.7152,0.116,6,515,204768,BOLTS OR FASTENING DEVICES FOR WINGS. SPECIALLY FOR DOORS OR WINDOWS (latching means for sideboard or tailgate structures for vehicles B62D0033037000;fastening devices for constructional or engineering elements E04. F16B;locks. fastening devices structurally or operatively combined or having significant cooperation with locks E05B;means for operating or controlling wing fasteners in conjunction with mechanisms for moving the wing E05F),3,3,4,4,15,15,13,13,24,24,27,27,22,22,24,24,22,22,5,5
E05D,-0.5872,0.1153,6,530,253710,HINGES OR SUSPENSION DEVICES FOR DOORS. WINDOWS OR WINGS (pivotal connections in general F16C0011000000),1,1,4,4,5,5,11,11,14,14,27,27,22,22,12,12,11,11,5,5
E05F,-0.626,0.1675,6,536,336994,DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION; CHECKS FOR WINGS; WING FITTINGS NOT OTHERWISE PROVIDED FOR. CONCERNED WITH THE FUNCTIONING OF THE WING,51,51,70,70,96,96,143,143,155,155,181,181,199,199,176,176,129,129,61,61
E05G,-0.8674,-0.1352,6,344,34437,SAFES OR STRONG-ROOMS FOR VALUABLES; BANK PROTECTION DEVICES; SAFETY TRANSACTION PARTITIONS (alarm arrangements per seG08B),9,9,6,6,14,14,23,23,20,20,37,37,15,15,18,18,14,14,1,1
E06B,-0.3663,0.0121,6,604,623815,FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS. VEHICLES. FENCES. OR LIKE ENCLOSURES. IN GENERAL. e.g. DOORS. WINDOWS. BLINDS. GATES (shades or blinds for greenhouses A01G0009220000;curtains A47H;lids for car boots or bonnets B62D0025100000;sky-lights E04B0007180000;sunshades. awnings E04F0010000000),26,26,41,41,66,66,87,87,131,131,172,172,155,155,111,111,83,83,26,26
E06C,-0.4253,0.2335,6,427,43663,LADDERS (E04F0011000000 takes precedence;step-stools A47C0012000000;adaptation of ladders to use on ships B63B. to use on aircraft B64;scaffolding E04G),0,0,0,0,4,4,3,3,13,13,19,19,15,15,6,6,4,4,0,0
E21B,-0.0569,0.3887,4,597,651353,EARTH OR ROCK DRILLING; OBTAINING OIL. GAS. WATER. SOLUBLE OR MELTABLE MATERIALS OR A SLURRY OF MINERALS FROM WELLS,130,130,165,165,185,185,263,263,398,398,573,573,599,599,620,620,503,503,249,249
E21C,-0.105,0.5371,4,479,111443,MINING OR QUARRYING,11,11,30,30,27,27,27,27,33,33,49,49,53,53,45,45,49,49,27,27
E21D,-0.1745,0.476,4,519,199549,SHAFTS; TUNNELS; GALLERIES; LARGE UNDERGROUND CHAMBERS (soil-conditioning or soil-stabilising materials C09K0017000000;cutting machines for mining or quarrying E21C;safety devices. transport. rescue. ventilation or drainage E21F),11,11,16,16,32,32,74,74,117,117,133,133,170,170,169,169,145,145,118,118
E21F,-0.2379,0.51,4,507,142469,SAFETY DEVICES. TRANSPORT. FILLING-UP. RESCUE. VENTILATION. OR DRAINAGE IN OR OF MINES OR TUNNELS,20,20,24,24,46,46,50,50,123,123,179,179,225,225,217,217,215,215,156,156
E99Z,-0.3003,0.2859,6,45,61,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F01B,-0.1645,1.0056,4,483,94380,MACHINES OR ENGINES. IN GENERAL OR OF POSITIVE-DISPLACEMENT TYPE. e.g. STEAM ENGINES  (of rotary-piston or oscillating-piston type F01C;of non-positive-displacement type F01D; internal-combustion engines F02B; combustion-product engine plants F02G; machines or engines. other than of positive-displacement type. for liquids F03B;  positive-displacement engines driven by liquids F03C;  wind motors F03D;  positive displacement machines for liquids F04B;  rotary-piston. or oscillating-piston. positive-displacement machines for liquids F04C),3,3,2,2,2,2,1,1,1,1,0,0,0,0,6,6,2,2,3,3
F01C,-0.1164,1.1039,4,409,97438,ROTARY-PISTON OR OSCILLATING-PISTON MACHINES OR ENGINES (combustion engines F02;internal-combustion aspects F02B0053000000. F02B0055000000;machines for liquids F03. F04),0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
F01D,0.0797,0.7563,4,563,476940,NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES. e.g. STEAM TURBINES (combustion engines F02;machines or engines for liquids F03. F04;non-positive-displacement pumps F04D),7,7,12,12,24,24,20,20,22,22,22,22,23,23,26,26,22,22,18,18
F01K,0.3204,0.9523,4,455,180183,STEAM ENGINE PLANTS; STEAM ACCUMULATORS; ENGINE PLANTS NOT OTHERWISE PROVIDED FOR; ENGINES USING SPECIAL WORKING FLUIDS OR CYCLES (gas-turbine or jet-propulsion plants F02;steam generation F22;nuclear power plants. engine arrangements therein G21D),7,7,5,5,0,0,1,1,4,4,5,5,11,11,18,18,10,10,7,7
F01L,-0.224,0.9142,4,459,190762,CYCLICALLY OPERATING VALVES FOR MACHINES OR ENGINES,0,0,4,4,2,2,1,1,1,1,2,2,1,1,6,6,0,0,0,0
F01M,-0.11,0.8935,4,434,180667,LUBRICATING OF MACHINES OR ENGINES IN GENERAL; LUBRICATING INTERNAL-COMBUSTION ENGINES; CRANKCASE VENTILATING,0,0,6,6,1,1,13,13,1,1,13,13,4,4,6,6,7,7,2,2
F01N,0.0586,0.6949,4,550,507887,GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL; GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR INTERNAL-COMBUSTION ENGINES (arrangements in connection with gas exhaust of propulsion units in vehicles B60K0013000000;combustion-air intake silencers specially adapted for. or arranged on. internal-combustion engines F02M0035000000;protecting against. or damping. noise in general G10K0011160000),2,2,11,11,12,12,20,20,35,35,50,50,40,40,30,30,15,15,12,12
F01P,-0.1975,0.8924,4,455,226834,COOLING OF MACHINES OR ENGINES IN GENERAL; COOLING OF INTERNAL-COMBUSTION ENGINES (arrangements in connection with cooling of propulsion units in vehicles B60K0011000000;heat-transfer. heat-exchange or heat-storage materials C09K0005000000;heat-exchange in general. radiators F28),2,2,13,13,15,15,13,13,11,11,22,22,20,20,9,9,10,10,6,6
F02B,-0.1537,0.8033,4,580,880121,INTERNAL-COMBUSTION PISTON ENGINES; COMBUSTION ENGINES IN GENERAL (gas-turbine plants F02C;hot-gas or combustion-product positive-displacement engine plants F02G),14,14,18,18,15,15,24,24,18,18,25,25,44,44,24,24,34,34,15,15
F02C,0.1297,0.8622,4,509,397998,GAS-TURBINE PLANTS; AIR INTAKES FOR JET-PROPULSION PLANTS; CONTROLLING FUEL SUPPLY IN AIR-BREATHING JET-PROPULSION PLANTS (construction of turbines F01D;jet-propulsion plants F02K;construction of compressors or fans F04;combustion apparatus in which combustion takes place in a fluidised bed of fuel or other particles F23C0010000000;generating combustion products of high pressure or high velocity F23R;using gas turbines in compression refrigeration plants F25B0011000000),13,13,10,10,15,15,23,23,23,23,36,36,30,30,19,19,28,28,21,21
F02D,-0.3359,0.7526,4,525,853855,CONTROLLING COMBUSTION ENGINES  (vehicle fittings. acting on a single sub-unit only. for automatically controlling vehicle speed B60K0031000000; conjoint control of vehicle sub-units of different type or different function. road vehicle drive control systems for purposes other than the control of a single sub-unit B60W),18,18,28,28,37,37,81,81,112,112,150,150,89,89,65,65,45,45,20,20
F02F,-0.138,0.8824,4,438,268252,CYLINDERS. PISTONS. OR CASINGS FOR COMBUSTION ENGINES; ARRANGEMENTS OF SEALINGS IN COMBUSTION ENGINES,3,3,5,5,0,0,9,9,3,3,7,7,17,17,7,7,8,8,3,3
F02G,0.0884,1.0176,4,431,87037,HOT-GAS OR COMBUSTION-PRODUCT POSITIVE-DISPLACEMENT ENGINE PLANTS (steam engine plants. special vapour plants. plants operating on either hot gas or combustion-product gases together with other fluid F01K;gas-turbine plants F02C;jet-propulsion plants F02K); USE OF WASTE HEAT OF COMBUSTION ENGINES. NOT OTHERWISE PROVIDED FOR,5,5,1,1,0,0,0,0,1,1,2,2,4,4,2,2,1,1,0,0
F02K,-0.1532,0.8223,4,442,109544,JET-PROPULSION PLANTS (arrangement or mounting of jet-propulsion plants in land vehicles or vehicles in general B60K;arrangement or mounting of jet-propulsion plants in waterborne vessels B63H;controlling aircraft attitude. flight direction or altitude by jet reaction B64C0015000000. B64U0050100000;arrangement or mounting of jet-propulsion plants in aircraft B64D0027000000. B64U0050100000;plants characterised by the power of the working fluid being divided between jet propulsion and another form of propulsion. e.g. propeller. F02B. F02C;features of jet-propulsion plants common to gas-turbine plants. air intakes or fuel supply control of air-breathing jet-propulsion plants F02C),1,1,6,6,7,7,6,6,12,12,13,13,12,12,10,10,16,16,10,10
F02M,-0.1389,0.7767,4,575,693381,SUPPLYING COMBUSTION ENGINES IN GENERAL WITH COMBUSTIBLE MIXTURES OR CONSTITUENTS THEREOF,8,8,10,10,11,11,19,19,33,33,42,42,27,27,22,22,25,25,8,8
F02N,-0.4976,0.8452,4,410,133779,STARTING OF COMBUSTION ENGINES; STARTING AIDS FOR SUCH ENGINES. NOT OTHERWISE PROVIDED FOR,5,5,5,5,16,16,8,8,14,14,17,17,18,18,9,9,14,14,1,1
F02P,-0.4041,0.7749,4,426,169502,IGNITION. OTHER THAN COMPRESSION IGNITION. FOR INTERNAL-COMBUSTION ENGINES; TESTING OF IGNITION TIMING IN COMPRESSION-IGNITION ENGINES  (specially adapted for rotary-piston or oscillating-piston engines F02B0053120000; ignition of combustion apparatus in general. glowing plugs F23Q; measuring of physical variables in general G01; controlling in general G05; data processing in general G06; electrical components in general. see section H; sparking plugs H01T),9,9,0,0,10,10,9,9,6,6,20,20,10,10,4,4,6,6,1,1
F03B,-0.2387,0.716,4,494,111249,MACHINES OR ENGINES FOR LIQUIDS (machines or engines for liquids and elastic fluids F01;positive-displacement engines for liquids F03C;positive-displacement machines for liquids F04),1,1,11,11,14,14,9,9,18,18,30,30,32,32,45,45,60,60,44,44
F03C,-0.1853,1.0894,4,366,52328,POSITIVE-DISPLACEMENT ENGINES DRIVEN BY LIQUIDS (positive-displacement engines for liquids and elastic fluids F01;positive-displacement machines for liquids F04;fluid-pressure actuators F15B;fluid gearing F16H),0,0,0,0,0,0,2,2,0,0,1,1,1,1,1,1,2,2,0,0
F03D,-0.3504,0.507,4,522,195995,WIND MOTORS,26,26,43,43,82,82,116,116,144,144,221,221,197,197,257,257,311,311,225,225
F03G,-0.1993,0.6641,4,530,106628,SPRING. WEIGHT. INERTIA. OR LIKE MOTORS; MECHANICAL-POWER-PRODUCING DEVICES OR MECHANISMS. NOT OTHERWISE PROVIDED FOR OR USING ENERGY SOURCES NOT OTHERWISE PROVIDED FOR (arrangements in connection with power supply in vehicles from force of nature B60K0016000000;electric propulsion with power supply in vehicles from force of nature B60L0008000000),13,13,4,4,19,19,10,10,14,14,11,11,18,18,13,13,19,19,6,6
F03H,-0.3714,0.6252,1,267,9642,PRODUCING A REACTIVE PROPULSIVE THRUST. NOT OTHERWISE PROVIDED FOR (from combustion products F02K),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,1,1
F04B,-0.0741,0.6566,4,606,581808,POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS; PUMPS (machines for liquids. or pumps. of rotary-piston or oscillating-piston type F04C; non-positive-displacement pumps F04D; pumping of fluid by direct contact of another fluid or by using inertia of fluid to be pumped F04F),23,23,37,37,43,43,77,77,75,75,96,96,82,82,90,90,66,66,68,68
F04C,-0.0857,0.9422,4,518,212166,ROTARY-PISTON. OR OSCILLATING-PISTON. POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS (engines driven by liquids F03C); ROTARY-PISTON. OR OSCILLATING-PISTON. POSITIVE-DISPLACEMENT PUMPS (engine fuel-injection pumps F02M),4,4,0,0,9,9,10,10,16,16,12,12,11,11,6,6,12,12,3,3
F04D,-0.0482,0.5879,4,603,489463,NON-POSITIVE-DISPLACEMENT PUMPS (engine fuel-injection pumps F02M;ion pumps H01J0041120000;electrodynamic pumps H02K0044020000),27,27,37,37,60,60,66,66,80,80,135,135,116,116,136,136,117,117,72,72
F04F,0.1213,0.7169,4,474,57264,PUMPING OF FLUID BY DIRECT CONTACT OF ANOTHER FLUID OR BY USING INERTIA OF FLUID TO BE PUMPED (containers or packages with special means for dispensing liquid or semi-liquid contents by internal gaseous pressure B65D0083140000); SIPHONS,0,0,0,0,0,0,0,0,0,0,3,3,4,4,1,1,1,1,0,0
F15B,-0.2744,0.5159,4,589,432001,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL; FLUID-PRESSURE ACTUATORS. e.g. SERVOMOTORS; DETAILS OF FLUID-PRESSURE SYSTEMS. NOT OTHERWISE PROVIDED FOR,53,53,81,81,61,61,87,87,120,120,137,137,77,77,115,115,113,113,50,50
F15C,-0.2719,0.458,4,427,39406,FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES (transducers F15B0005000000;fluid dynamics in general F15D;computers comprising fluid elements G06D. G06G),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F15D,0.0632,0.6154,4,460,44922,FLUID DYNAMICS. i.e. METHODS OR MEANS FOR INFLUENCING THE FLOW OF GASES OR LIQUIDS,1,1,0,0,0,0,1,1,3,3,1,1,0,0,2,2,0,0,0,0
F16B,-0.2431,0.0632,6,620,830462,DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER. e.g. NAILS. BOLTS. CIRCLIPS. CLAMPS. CLIPS OR WEDGES; JOINTS OR JOINTING (couplings for transmitting rotation F16D),26,26,43,43,68,68,71,71,107,107,140,140,119,119,111,111,94,94,23,23
F16C,-0.173,0.2459,4,602,789698,SHAFTS; FLEXIBLE SHAFTS; MECHANICAL MEANS FOR TRANSMITTING MOVEMENT IN A FLEXIBLE SHEATHING; ELEMENTS OF CRANKSHAFT MECHANISMS; PIVOTS; PIVOTAL CONNECTIONS; ROTARY ENGINEERING ELEMENTS OTHER THAN GEARING. COUPLING. CLUTCH OR BRAKE ELEMENTS; BEARINGS,47,47,62,62,91,91,98,98,116,116,118,118,128,128,102,102,80,80,33,33
F16D,-0.4142,0.4455,4,606,672950,COUPLINGS FOR TRANSMITTING ROTATION (gearing for conveying rotation F16H. e.g. fluid gearing F16H0039000000-F16H0047000000); CLUTCHES (dynamo-electric clutches H02K0049000000;clutches using electrostatic attraction H02N0013000000); BRAKES (electrodynamic brake systems for vehicles in general B60L0007000000;dynamo-electric brakes H02K0049000000),30,30,40,40,64,64,72,72,85,85,96,96,92,92,70,70,65,65,28,28
F16F,-0.3592,0.2999,4,625,836797,SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION,57,57,78,78,150,150,196,196,343,343,916,916,940,940,692,692,586,586,192,192
F16G,-0.1519,-0.0409,4,531,138916,BELTS. CABLES. OR ROPES. PREDOMINANTLY USED FOR DRIVING PURPOSES; CHAINS; FITTINGS PREDOMINANTLY USED THEREFOR,38,38,18,18,31,31,17,17,8,8,11,11,5,5,13,13,9,9,0,0
F16H,-0.3314,0.3909,4,620,1025009,GEARING,175,175,314,314,384,384,361,361,369,369,428,428,437,437,453,453,350,350,141,141
F16J,-0.0365,0.4928,4,599,532765,PISTONS; CYLINDERS; PRESSURE VESSELS IN GENERAL; SEALINGS,10,10,21,21,39,39,31,31,56,56,74,74,53,53,42,42,44,44,7,7
F16K,-0.0066,0.4825,4,619,843436,VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING,8,8,34,34,26,26,43,43,56,56,81,81,56,56,66,66,49,49,38,38
F16L,0.0132,0.2933,4,631,1088103,PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES. CABLES OR PROTECTIVE TUBING; MEANS FOR THERMAL INSULATION IN GENERAL,145,145,255,255,326,326,407,407,561,561,598,598,574,574,622,622,639,639,243,243
F16M,-0.4783,0.0664,1,607,586024,FRAMES. CASINGS OR BEDS OF ENGINES. MACHINES OR APPARATUS. NOT SPECIFIC TO ENGINES. MACHINES OR APPARATUS PROVIDED FOR ELSEWHERE; STANDS; SUPPORTS,56,56,134,134,210,210,422,422,853,853,1878,1878,2030,2030,1715,1715,1604,1604,461,461
F16N,-0.1492,0.5613,4,546,150178,LUBRICATING,5,5,12,12,11,11,38,38,32,32,47,47,64,64,61,61,44,44,38,38
F16P,-0.1921,0.0319,5,517,59902,SAFETY DEVICES IN GENERAL,31,31,35,35,30,30,40,40,34,34,31,31,12,12,24,24,23,23,4,4
F16S,-0.2011,0.1059,6,454,56870,CONSTRUCTIONAL ELEMENTS IN GENERAL; STRUCTURES BUILT-UP FROM SUCH ELEMENTS. IN GENERAL,2,2,2,2,2,2,0,0,1,1,1,1,0,0,0,0,2,2,0,0
F16T,0.0938,0.7591,4,316,16060,STEAM TRAPS OR LIKE APPARATUS FOR DRAINING-OFF LIQUIDS FROM ENCLOSURES PREDOMINANTLY CONTAINING GASES OR VAPOURS,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,4,0,0,2,2
F17B,0.2239,0.5477,4,235,3845,GAS-HOLDERS OF VARIABLE CAPACITY (self-acting gas cut-off devices A47J0027620000. G05D;flame traps A62C0004000000;gas mixers B01F. F16K0011000000. G05D0011000000;construction or assembling of bulk storage containers employing civil-engineering techniques E04H0007000000;gas compressors F04;valves F16K;damping pulsations in valves or pipes F16K. F16L;pipes F16L;stopping devices for gas mains F16L0055100000;vessels adapted for storing compressed. liquefied. or solidified gases F17C;gas distribution systems F17D0001040000;detecting leakage F17D0005020000. G01M;supervising or alarm devices F17D0005020000. G08B;control of combustion in burners F23N;gas flow or pressure regulators G05D),0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
F17C,0.1182,0.4863,4,556,251399,VESSELS FOR CONTAINING OR STORING COMPRESSED. LIQUEFIED. OR SOLIDIFIED GASES; FIXED-CAPACITY GAS-HOLDERS; FILLING VESSELS WITH. OR DISCHARGING FROM VESSELS. COMPRESSED. LIQUEFIED. OR SOLIDIFIED GASES (storing fluids in natural or artificial cavities or chambers in the earth B65G0005000000;construction or assembling of bulk storage containers employing civil-engineering techniques E04H0007000000;variable-capacity gas-holders F17B;liquefaction or refrigeration machines. plants. or systems F25),1,1,2,2,14,14,12,12,16,16,33,33,34,34,35,35,43,43,35,35
F17D,0.0844,0.4866,4,551,147034,PIPE-LINE SYSTEMS; PIPE-LINES (distributing water E03B;pumps or compressors F04;fluid dynamics F15D;valves or the like F16K;pipes. laying pipes. supports. joints. branches. repairing. work on the entire line. accessories F16L;steam traps or the like F16T;fluid-pressure electric cables H01B0009060000),20,20,37,37,46,46,79,79,116,116,152,152,118,118,144,144,229,229,189,189
F21H,-0.0987,0.4984,7,88,911,INCANDESCENT MANTLES; OTHER INCANDESCENT BODIES HEATED BY COMBUSTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F21K,-0.6545,-0.0792,1,469,224693,NON-ELECTRIC LIGHT SOURCES USING LUMINESCENCE; LIGHT SOURCES USING ELECTROCHEMILUMINESCENCE; LIGHT SOURCES USING CHARGES OF COMBUSTIBLE MATERIAL; LIGHT SOURCES USING SEMICONDUCTOR DEVICES AS LIGHT-GENERATING ELEMENTS; LIGHT SOURCES NOT OTHERWISE PROVIDED FOR,7,7,10,10,7,7,18,18,15,15,16,16,7,7,11,11,10,10,1,1
F21L,-0.6315,0.0091,1,458,117845,LIGHTING DEVICES OR SYSTEMS THEREOF. BEING PORTABLE OR SPECIALLY ADAPTED FOR TRANSPORTATION,1,1,6,6,5,5,12,12,7,7,4,4,5,5,7,7,7,7,2,2
F21S,-0.5379,-0.0052,1,575,1403622,NON-PORTABLE LIGHTING DEVICES; SYSTEMS THEREOF; VEHICLE LIGHTING DEVICES SPECIALLY ADAPTED FOR VEHICLE EXTERIORS,57,57,106,106,114,114,169,169,135,135,189,189,155,155,97,97,75,75,24,24
F21V,-0.4911,-0.0315,1,629,2133952,FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES. NOT OTHERWISE PROVIDED FOR,72,72,147,147,185,185,302,302,320,320,431,431,377,377,292,292,259,259,93,93
F21W,-0.6536,-0.011,1,517,547723,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21K. F21L. F21S and F21V. RELATING TO USES OR APPLICATIONS OF LIGHTING DEVICES OR SYSTEMS,26,26,31,31,58,58,79,79,54,54,94,94,78,78,88,88,72,72,29,29
F21Y,-0.5943,-0.0563,1,555,1130326,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21K. F21L. F21S and F21V. RELATING TO THE FORM OR THE KIND OF THE LIGHT SOURCES OR OF THE COLOUR OF THE LIGHT EMITTED,30,30,71,71,88,88,130,130,121,121,132,132,101,101,76,76,73,73,22,22
F22B,0.5489,0.8994,7,535,226994,METHODS OF STEAM GENERATION; STEAM BOILERS,9,9,7,7,11,11,4,4,23,23,20,20,13,13,20,20,27,27,16,16
F22D,0.6117,1.0428,7,352,56183,PREHEATING. OR ACCUMULATING PREHEATED. FEED-WATER FOR STEAM GENERATION; FEED-WATER SUPPLY FOR STEAM GENERATION; CONTROLLING WATER LEVEL FOR STEAM GENERATION; AUXILIARY DEVICES FOR PROMOTING WATER CIRCULATION WITHIN STEAM BOILERS,0,0,0,0,1,1,0,0,2,2,1,1,1,1,0,0,2,2,1,1
F22G,0.645,1.115,7,296,26265,SUPERHEATING OF STEAM,0,0,0,0,1,1,0,0,2,2,1,1,1,1,1,1,2,2,2,2
F23B,0.8811,1.1224,7,322,46796,METHODS OR APPARATUS FOR COMBUSTION USING ONLY SOLID FUEL (for combustion of fuels that are solid at room temperatures. but burned in melted form. e.g. candle wax. C11C0005000000. F23C. F23D;using solid fuel suspended in air F23C. F23D0001000000;using solid fuel suspended in liquids F23C. F23D0011000000;using solid fuel together with fluid fuel or with solid fuel suspended in air. simultaneously or alternately. F23C. F23D0017000000),0,0,2,2,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0
F23C,0.6901,0.9695,7,458,184833,METHODS OR APPARATUS FOR COMBUSTION USING FLUID FUEL OR SOLID FUEL SUSPENDED IN AIR (burners F23D),2,2,0,0,0,0,1,1,2,2,3,3,3,3,3,3,4,4,1,1
F23D,0.5193,0.8567,7,555,237660,BURNERS,0,0,10,10,4,4,10,10,12,12,4,4,6,6,9,9,9,9,0,0
F23G,0.799,0.8315,7,505,256232,CREMATION FURNACES; CONSUMING WASTE OR LOW GRADE FUELS BY COMBUSTION,1,1,8,8,11,11,11,11,15,15,28,28,24,24,42,42,26,26,11,11
F23H,0.9319,1.1494,7,243,18438,GRATES (inlets for fluidisation air for fluidised bed combustion apparatus F23C0010200000); CLEANING OR RAKING GRATES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F23J,0.7362,0.8859,7,475,235646,REMOVAL OR TREATMENT OF COMBUSTION PRODUCTS OR COMBUSTION RESIDUES; FLUES (combustion apparatus for consuming smoke or fumes. e.g. exhaust gases. F23G0007060000),0,0,4,4,8,8,13,13,13,13,15,15,22,22,17,17,24,24,9,9
F23K,0.6771,0.9414,7,456,108228,FEEDING FUEL TO COMBUSTION APPARATUS (fuel feeders specially adapted for fluidised bed combustion apparatus F23C0010220000),0,0,1,1,1,1,0,0,1,1,4,4,3,3,4,4,2,2,1,1
F23L,0.7383,1.0261,7,424,157529,SUPPLYING AIR OR NON-COMBUSTIBLE LIQUIDS OR GASES TO COMBUSTION APPARATUS IN GENERAL (firebridges with means for feeding air or steam F23M0003040000;baffles or shields with air supply passages F23M0009040000); VALVES OR DAMPERS SPECIALLY ADAPTED FOR CONTROLLING AIR SUPPLY OR DRAUGHT IN COMBUSTION APPARATUS; INDUCING DRAUGHT IN COMBUSTION APPARATUS; TOPS FOR CHIMNEYS OR VENTILATING SHAFTS; TERMINALS FOR FLUES,0,0,0,0,0,0,1,1,2,2,4,4,2,2,3,3,0,0,0,0
F23M,0.7029,1.0454,7,411,73818,CASINGS. LININGS. WALLS OR DOORS SPECIALLY ADAPTED FOR COMBUSTION CHAMBERS. e.g. FIREBRIDGES; DEVICES FOR DEFLECTING AIR. FLAMES OR COMBUSTION PRODUCTS IN COMBUSTION CHAMBERS; SAFETY ARRANGEMENTS SPECIALLY ADAPTED FOR COMBUSTION APPARATUS; DETAILS OF COMBUSTION CHAMBERS. NOT OTHERWISE PROVIDED FOR,3,3,1,1,1,1,1,1,12,12,2,2,9,9,2,2,5,5,6,6
F23N,0.4659,0.9118,7,459,156567,REGULATING OR CONTROLLING COMBUSTION (control devices specially adapted for combustion apparatus in which combustion takes place in a fluidised bed of fuel or other particles F23C0010280000;condition responsive controls for regulating combustion in domestic stoves with open fires for solid fuel F24B0001187000),5,5,5,5,5,5,11,11,27,27,24,24,22,22,20,20,26,26,10,10
