IPC_A,IPC_B,Co-occurrence
B65H,G07D,20487
G01R,H02M,20486
B60K,H02K,20466
F28C,F28F,20447
G01C,H04N,20438
A61L,A61Q,20412
A01N,C05G,20403
A01N,A23L,20385
G03B,G06F,20378
B01J,C22B,20378
C22C,H01B,20358
C21D,F27D,20330
C01F,C01G,20321
C11D,C12N,20320
G11B,H04B,20319
C08L,C09C,20310
B01J,C09D,20302
C02C,C02F,20284
G05B,G06N,20279
G11B,G11C,20248
F16M,H05K,20241
A61B,G06V,20241
H02J,H04L,20194
G07C,H04W,20190
B32B,D03D,20189
B24B,C09K,20184
B01D,E03F,20176
G06F,G06G,20123
B60P,B60R,20122
B65D,B65H,20111
C07C,G03F,20089
B60K,G02B,20084
F16H,G05G,20068
C07D,C12Q,20065
C09J,H05K,20042
A45D,A61K,20039
A01N,C07H,20029
C04B,H01G,19995
C04B,C22C,19993
F16L,F17D,19992
G03F,H01J,19980
A61K,C09B,19975
C08B,C12P,19958
A01G,E03B,19954
B01D,C01G,19953
B60J,E05B,19942
G06F,H01R,19935
F01K,F02C,19934
G06K,G08G,19910
C09K,D06M,19875
F01D,F02B,19859
B60B,B60C,19841
A61L,F26B,19833
C09D,H05K,19828
G06F,G07G,19827
A47K,A61H,19826
G01N,G06N,19826
G11B,H01L,19801
G06K,G09F,19794
B25B,F16B,19783
B32B,E06B,19775
A01N,C02F,19774
A23K,C12R,19764
B29C,B30B,19762
G05D,H05B,19758
F23D,F24C,19745
A61L,B32B,19744
C01B,C25B,19742
A61F,G02C,19730
C01B,C09C,19726
B60L,F02D,19724
B60W,G01C,19714
B81C,H01L,19708
C08L,G02F,19706
B65G,B66C,19699
B60L,G01R,19682
C09K,H01J,19661
B23B,B23P,19657
G09F,H01J,19648
A01M,A01N,19643
B65D,G11B,19607
C07F,H01L,19605
C01B,C30B,19603
B01D,B04C,19595
C02F,G01N,19593
B07C,G01N,19568
B01F,C09K,19456
B08B,H05K,19450
A01N,C09K,19443
H01F,H02M,19434
B23P,B65G,19434
B23K,B32B,19414
C23C,G02B,19407
B65D,C08K,19378
B01D,C12N,19373
G06N,H04W,19373
G01D,G05B,19356
C02F,C25B,19349
B23Q,B25J,19343
H01L,H01M,19318
B60K,G06F,19311
A23L,B01J,19309
C02F,C09K,19264
A47F,F25D,19243
A23L,C07D,19227
A46B,A61C,19227
B65B,B67C,19222
F24F,F28D,19219
B81B,H01L,19214
B41N,G03F,19209
C04B,E04C,19172
C08F,H01B,19161
A61M,G16H,19161
F16M,G06F,19119
C01F,C04B,19091
B21C,B65H,19085
B25J,G05D,19065
E04D,E04F,19061
A61Q,C12N,19054
G09G,G11C,19052
C09J,G02B,19017
E04B,F24F,19011
G01R,G08C,18993
B22D,F27D,18965
D02G,D02J,18955
A01K,C12P,18952
A01N,C09D,18952
C22C,H01M,18949
A23K,C12P,18934
C07D,G03C,18918
G01B,G01J,18917
H02J,H05B,18904
F01M,F02F,18899
G21C,G21F,18897
A61K,C01B,18895
C07C,H01L,18881
E04H,F16F,18870
A41B,A41D,18863
B29D,F16L,18860
G01D,G01M,18850
F24H,H05B,18839
B41C,G03F,18839
C07F,C07H,18833
A41D,A61F,18812
A21D,A23G,18808
A24F,A61M,18804
H03B,H03L,18799
H01Q,H04M,18780
B82Y,G01N,18778
C07C,C08J,18774
F01B,F02B,18762
E05C,E05F,18760
C07D,C12R,18748
B01J,C25B,18711
B22F,B23K,18707
B82Y,C09K,18655
B01D,B07B,18635
G01B,G03F,18629
C08F,D06M,18587
B05D,C08F,18585
B01D,F28D,18582
A01G,A01P,18581
H01Q,H04W,18580
C23C,H05B,18530
G01D,G01K,18520
B21D,B65D,18517
B41C,B41N,18493
C21D,F27B,18491
G05F,H03K,18481
G06K,G16H,18464
B60B,F16C,18454
C04B,E04B,18451
C08F,D21H,18433
A61B,B25J,18375
G07C,H04N,18373
C08G,H01M,18364
G10L,G11B,18342
G01R,G05B,18338
G08C,H04N,18338
C04B,C08G,18336
C08F,H01M,18316
F21S,G09F,18314
B60R,H04L,18252
A61B,H04R,18242
G08B,G08C,18200
G01M,G02B,18191
B29D,B65D,18190
B08B,C02F,18128
C01B,C08L,18116
F01P,F02F,18113
C10L,C10M,18048
A63F,G06Q,18041
D03D,D06M,18035
A61B,H05G,18015
G06Q,G07D,18012
A01G,E02D,18003
B23K,B23Q,17992
A01P,C12R,17992
B60R,G01C,17981
G05B,H02J,17959
A62C,G08B,17945
G01D,G08B,17929
G06Q,H04B,17919
B65G,G01N,17915
F16F,H05K,17905
C08K,D06M,17869
C08F,C10M,17855
B42D,G09F,17829
A61K,B82Y,17821
A24D,A24F,17809
H01L,H04B,17805
A23L,A61L,17805
H03D,H04L,17787
G02B,H01J,17786
B22D,C21D,17778
B25J,H01L,17772
A23C,C12N,17772
B01D,C07K,17771
H02J,H04M,17768
B60R,G06T,17755
G01T,H01L,17742
B23P,H05K,17740
F04B,H02K,17734
F23D,F23N,17734
A22C,A23L,17725
C02F,C05F,17716
F02C,F04D,17692
B01D,E03B,17671
F16C,F16N,17670
B60R,H01H,17655
D06M,D21H,17652
H01M,H01R,17621
G04B,G04G,17611
C08F,G02F,17605
B65D,F17C,17597
G11B,H05K,17592
G06K,H05K,17588
E21B,E21D,17584
D21C,D21H,17566
B21D,B21J,17551
B63B,F17C,17549
B60K,F02B,17541
D01F,D03D,17534
B41F,B41J,17514
B08B,B29C,17495
H01P,H03H,17477
A61L,C07K,17474
C09B,G02B,17455
B65G,G06F,17454
G01L,H01L,17442
G01K,G01R,17439
G01D,G01F,17426
B41M,D21H,17420
B01J,B08B,17393
B08B,C11D,17391
B41J,H01L,17367
B07B,B65G,17352
A61F,C08L,17351
H01L,H03F,17351
B21B,B22D,17349
B01D,C11B,17319
A01C,A01M,17317
B60K,F01P,17306
B23B,C23C,17290
B01J,C07K,17288
C09G,C09K,17283
B23Q,G01B,17277
B01D,C01F,17271
G01N,H05K,17265
G02B,H04J,17245
B60W,G06F,17238
D03D,D04B,17224
G06Q,G10L,17201
G05B,G08C,17160
H02J,H02K,17151
B01D,B09B,17140
A61M,A62B,17128
G03F,H04N,17084
B29C,B31B,17081
B29C,C09D,17080
F16D,H02K,17075
G06K,G07D,17065
A23D,C11B,17065
C03C,E06B,17051
G01R,G08B,17015
B23K,C21D,16995
F23J,F23L,16978
B62D,E02F,16957
B01D,C09K,16942
B62D,F16F,16936
G02B,G03G,16935
B01D,F28F,16930
A61L,G01N,16909
G01N,H01M,16904
C09K,C23F,16901
B65D,F16K,16892
H04N,H04R,16886
A45D,A61Q,16886
B29C,B60C,16869
C23C,H01F,16844
A61B,A63B,16835
B64C,B64F,16822
H02H,H03K,16798
F15B,F16H,16771
D21F,D21G,16770
G06K,G10L,16766
C07K,C40B,16741
B01F,B29B,16706
H01R,H02B,16691
B60W,F16D,16688
A01C,C05G,16683
A23L,C07H,16678
B61B,B65G,16675
D06M,D06N,16666
B65G,H05K,16666
B08B,C23G,16659
H01M,H05K,16654
F16B,F16C,16653
C07F,G01N,16643
E03B,E03F,16641
B62M,F16H,16633
E05B,E05F,16628
A01H,C12P,16620
G05D,H02P,16619
B29C,G11B,16603
B65D,F25D,16595
A01B,B62D,16581
F24F,F28F,16551
B60P,B65D,16545
B09C,C02F,16531
A45D,A46B,16527
G01B,G01P,16523
B60L,H02K,16517
F02F,F02M,16501
G03B,G09G,16497
F01L,F02F,16476
B01J,B82Y,16476
H03H,H04L,16462
B01D,B01L,16447
H01P,H04B,16428
G21K,H01J,16421
C22C,H01L,16418
E03F,F16L,16414
A61J,B65B,16401
B21C,C22C,16399
A61K,C12G,16366
E04D,E04H,16364
G03B,G09F,16352
F21M,F21V,16347
B21D,B29C,16346
B32B,H05B,16340
B60K,G08G,16324
C09D,D06M,16312
F16B,F16D,16309
G01N,G06V,16308
B60W,G01S,16306
C08B,C08J,16305
G01R,H01H,16294
B65D,F16L,16280
B32B,B60J,16265
B29D,G02C,16258
F21V,H05K,16230
B60L,H01R,16228
G01N,G06Q,16217
A47B,A47G,16209
F16B,H02G,16201
C01B,C22B,16191
B64D,F02C,16189
C04B,H05K,16187
B25B,B25F,16186
B01D,C12M,16182
F16K,H01F,16172
A61Q,C07K,16168
B29C,B44C,16155
A01G,C12N,16126
F21L,F21Y,16121
A61L,C08K,16118
B24B,B28D,16111
A01C,A01N,16110
G06Q,G09F,16109
C23C,G11B,16091
C10B,C10G,16087
B44C,B44F,16067
F16B,F16M,16065
B01J,C40B,16057
B01J,B32B,16054
H03J,H04N,16045
G03G,G06K,16028
A61K,B65D,16007
A61P,B01J,15999
F24F,G05D,15977
C04B,C08J,15975
F21K,F21S,15964
C11D,C23G,15959
A61L,B29C,15950
C21C,F27B,15938
A01G,A01H,15925
G01V,G08B,15925
G01N,G01Q,15923
B60L,F16H,15922
F16J,F16K,15886
B05D,G02B,15865
G01V,G06F,15854
C08K,G03F,15845
G08G,H04B,15832
C12Q,G06F,15827
B21D,F28F,15794
A01N,G01N,15792
F41A,F41C,15782
B29C,C04B,15779
G01C,G01D,15773
B65D,G01N,15757
B60K,B60Q,15746
C04B,H01F,15744
B01D,C10K,15738
A47C,B68G,15721
C08L,F16L,15712
G07B,G08G,15702
A61F,B65D,15681
B02C,B29B,15680
C02F,C12R,15678
B60R,F16F,15674
A01H,A01N,15671
F15B,F16J,15664
F02M,F04B,15661
G07C,G08G,15660
B65D,H01L,15657
A61M,B29C,15652
B65D,B65F,15652
G01L,G01P,15612
F01C,F02B,15609
C07C,G02F,15603
C02F,E02B,15601
B60T,F16H,15579
A61C,A61L,15558
B02C,F26B,15558
B05C,B65D,15550
C01G,H10N,15549
A23N,B01F,15544
B60H,B60K,15534
G01F,G05D,15521
B08B,F16M,15513
C03C,C08L,15505
B01D,E21B,15494
B41J,G01D,15487
F42B,F42C,15481
A23L,B01F,15478
B21C,B23K,15475
B62D,G05D,15469
F21V,H04N,15462
F02D,G01M,15431
C09J,H01B,15417
G06V,G16H,15417
B27D,B32B,15414
B01D,D04H,15386
F24H,F28F,15386
G10L,H04S,15350
H01C,H05K,15338
B08B,H04N,15331
F16K,F25B,15328
A23K,C07D,15327
C07D,G03F,15314
F24D,F28D,15305
A63F,A63H,15301
B01J,C12M,15300
B29L,G02B,15285
E05C,E05D,15277
B01J,C11D,15275
G01N,G03F,15263
B01F,B08B,15255
G05B,G08B,15253
B05D,C08K,15249
B41M,G03G,15246
B23K,H01S,15241
B65H,G06K,15225
A61M,F04B,15222
H03B,H03K,15209
C01G,C09C,15208
C22B,C25C,15188
G08B,H02J,15184
E04H,E06B,15179
G08G,H04L,15178
H04H,H04W,15177
B60Q,F21W,15174
G08B,G09F,15167
B01J,B22F,15158
B23Q,H01L,15152
G06N,H02J,15131
B05C,B29C,15128
B21D,B23Q,15126
C07B,C10G,15124
B66C,E02F,15117
B01D,C25B,15114
A61B,B65D,15111
B29C,B29H,15101
E04F,F16B,15092
F23C,F23L,15091
G11B,H10N,15089
C08F,G01N,15080
B27C,B27G,15053
E04B,F16L,15048
H03L,H04B,15045
C08G,H10K,15045
F23D,F23L,15045
B29D,B29H,15045
F04B,F15B,15043
H03M,H04J,15043
A47F,B65D,15042
B23K,B25J,15034
A61F,C08J,15028
B41M,G03F,15021
B32B,G06F,15014
D06B,D06M,15010
C09G,H01L,15007
B29C,B65G,15003
A61L,C11D,15000
C07C,H10K,14989
B29K,B65D,14989
B81B,G02B,14987
B32B,E04D,14977
B08B,B24B,14977
G06T,G08B,14976
H01P,H05K,14976
B21C,C21D,14974
A61P,C08G,14958
A23L,C12G,14949
B22F,B82Y,14946
C08J,C23C,14939
C08L,C09B,14932
F25C,F25D,14924
C04B,H01M,14911
C08J,G02F,14889
C01G,H01F,14858
B42D,B42F,14839
H05B,H05K,14836
A01G,B01D,14829
G03F,G06F,14824
E01D,E04G,14822
A61Q,B01J,14822
C03C,C08J,14807
C02F,C12M,14789
B41M,G03C,14788
B65D,G01F,14786
B21D,B21K,14780
B29C,H01M,14770
E21B,F04B,14764
H04Q,H05K,14752
A61C,A61F,14736
B60R,B60S,14727
G03G,H05B,14721
B21D,C21D,14721
B65D,H05K,14719
B29D,C08K,14703
A43B,B29D,14630
C07F,C09D,14616
B29K,C08G,14611
A23C,A23G,14603
A46B,A47L,14601
A47C,A47G,14598
G06F,G16C,14584
E21B,G06F,14582
A62B,B60R,14581
C07G,C12P,14581
F16C,G03G,14576
G01N,G05B,14558
C23C,H10N,14547
G01N,G21K,14540
F27B,H05B,14533
B60T,F15B,14519
C04B,E01C,14508
A01P,A61P,14486
G01B,G06K,14486
F24D,F25B,14483
A47F,G09F,14476
G09B,H04N,14469
B60R,H04B,14466
A61Q,C08G,14466
E02D,E02F,14462
A46B,A46D,14456
G06K,H01R,14443
G03B,H05B,14440
A23L,F25D,14438
G03B,G11B,14435
C01G,H01L,14434
C04B,E04F,14432
B60L,B60T,14430
B01D,B65D,14426
A61B,A61J,14383
G06T,H01L,14380
B08B,H02S,14369
F28D,H05K,14363
G01J,G01K,14359
B29C,H05B,14354
F23N,F24H,14352
A47G,B32B,14352
A23L,B65B,14351
G01S,G06Q,14347
E02D,E04C,14345
B60Q,H05B,14341
B60K,F01N,14338
B01J,C12Q,14336
F21M,F21S,14329
H03H,H03K,14326
B01D,B30B,14322
A63F,H04N,14302
B07B,F26B,14301
C08K,H01M,14290
B01D,B04B,14270
B22D,C04B,14262
E01C,E01D,14261
C23C,H01M,14258
A61M,F16K,14249
D01D,D02G,14247
A61B,G01J,14245
B60H,B60R,14220
A01M,A61L,14217
A01N,C08L,14216
G01S,G06V,14214
A01G,E02B,14207
E03C,F16L,14199
A47C,A61H,14190
C08L,C11D,14183
C02F,C08F,14162
B21D,B23D,14160
A47B,E06B,14152
G01R,G11B,14109
G06K,G11C,14098
C21B,C21C,14064
G06T,G10L,14063
B01D,F16L,14054
B22D,C22B,14050
G05D,H04N,14048
C03C,H01J,14047
B05D,C03C,14025
C09J,G09F,14013
A01N,C12Q,14013
C07H,C08B,13994
A61K,C12M,13992
C12G,C12H,13916
A23G,A23P,13915
E01F,G09F,13913
B64D,G05D,13902
H01C,H01G,13889
B09B,F23G,13886
C23C,H10K,13886
B09B,C04B,13871
A63F,G09B,13863
C08F,H05K,13828
B32B,C25D,13827
G06Q,H04Q,13824
A61P,C12G,13824
A24C,A24D,13818
C01B,H01B,13805
A01D,A01G,13805
C02F,E03F,13799
A61B,A61P,13796
B22F,H01B,13784
A61B,C12Q,13767
B65G,G05B,13764
C09B,G03C,13762
G06T,G11B,13761
D06B,D06P,13758
G01D,H04N,13750
C08F,G03C,13738
E04D,H02S,13720
F24H,F25B,13715
C08L,C10M,13715
F04B,F16J,13703
F16M,G01C,13702
C08C,C08K,13697
B28D,H01L,13693
C07D,C07J,13693
C03C,C09K,13686
G05G,H01H,13677
B01F,B65D,13668
F01D,F16J,13662
G06F,H03L,13648
B60T,G05G,13638
G01H,G01N,13638
G06V,G08G,13625
F21V,H01J,13622
B65D,F16B,13616
F22B,F22D,13582
E21C,E21D,13581
H04R,H10N,13580
C07F,C07K,13548
B08B,B23K,13534
B29C,F16B,13528
B28B,E04B,13516
B01D,F25J,13514
C03C,C08K,13508
H03G,H04R,13499
B28B,B32B,13473
G03B,G03D,13470
B01D,F01M,13466
B60P,B65G,13463
H01H,H05B,13438
A61B,G09B,13435
B62D,F16B,13428
F01K,F22B,13428
F01D,F02K,13426
D04H,D21H,13425
B08B,B65H,13420
A47B,F21V,13411
G01D,G02B,13408
B23P,F01D,13407
B25J,G06F,13395
B25J,B62D,13371
A24B,A24D,13367
G06K,G07G,13358
G02B,H01R,13339
F21K,H01L,13336
F16K,F17C,13324
D01H,D02G,13323
B01D,C07B,13322
G09G,H04M,13313
B23P,F16B,13309
B01J,C30B,13299
G01B,G01V,13299
A61K,B01F,13293
B27B,B27G,13284
C08J,D21H,13281
B23P,B25J,13281
B41J,H10N,13276
B60Q,G08G,13274
C07D,G02F,13274
B01D,F04B,13272
A23F,A61K,13271
A61B,B01L,13263
F16D,F16J,13262
A23L,A23N,13257
B01F,B01L,13255
B01D,F02D,13243
D02G,D06M,13218
B02C,B30B,13201
H01C,H01L,13200
F23G,F23L,13194
B42C,B65H,13194
B23K,H01R,13193
B32B,B65H,13179
G07B,G07F,13176
C23C,F01D,13163
C22C,C25D,13163
E02B,E03F,13157
E04C,E04D,13150
F16L,F24F,13142
C03C,H01B,13137
B29C,E04C,13137
B60K,G01D,13135
G02F,H10K,13121
G07F,H04N,13112
C01B,C09D,13098
H02J,H04W,13095
B60R,G09F,13088
B26F,B29C,13076
G01K,G01L,13075
B01F,B05B,13064
B01J,C01C,13051
B32B,G11B,13044
B28B,E04G,13034
C01B,C22C,13027
G02F,H01J,13025
C08G,D21H,13023
G06K,G07B,13013
B29L,C08K,13012
B60D,B62D,13004
G03C,H01L,13002
B23K,F28F,12991
G06F,G10K,12990
B60R,H04M,12988
H03F,H03H,12982
A61Q,C08F,12971
C22C,F16C,12968
D06L,D06M,12961
F16B,H05K,12950
B31B,B65H,12945
B60L,B62D,12944
A23C,A23J,12941
B01D,D01F,12932
G11B,H02K,12931
B21D,F16L,12929
B41F,H05K,12906
C07K,C12M,12898
F01N,F16L,12886
B60Q,B62D,12881
E05B,G08B,12880
B28C,C04B,12877
A01G,C05F,12877
C09C,C09K,12863
B05D,C09J,12850
G10L,H04W,12843
G01T,H04N,12841
C07B,C08G,12834
G06F,H05B,12819
C08F,G02C,12814
C09K,G09F,12802
E01C,E03F,12800
F22B,F24H,12796
H01L,H02H,12794
B23D,B28D,12793
C08G,C11D,12792
H01B,H01C,12792
A24F,H05B,12788
C02F,E03B,12771
B08B,F21V,12770
C01B,D01F,12763
G07F,G07G,12758
G01P,H01L,12756
B29C,G01N,12755
A47B,F16M,12753
B01J,F26B,12737
B05D,H05K,12717
B01D,F25B,12716
B01D,E02B,12707
B29C,D01F,12701
C23C,C23G,12696
B05D,C04B,12694
B01L,C12N,12690
B60J,E05D,12688
C09D,D06P,12674
B21B,B21D,12656
B65G,G06K,12651
A61L,C09J,12649
G01R,G06N,12647
G05B,H01L,12640
B66F,F15B,12631
G16H,H04L,12630
G01R,H02P,12627
B05B,C23C,12613
A23J,A61K,12611
B01F,B28C,12611
B22D,C22F,12610
C01B,C01D,12610
B06B,H04R,12600
F01B,F04B,12600
A61J,A61P,12592
C12N,G16B,12587
B62D,F16C,12586
B05D,B41M,12583
B01J,B29C,12579
G09C,H04N,12578
B29C,D01D,12573
C07B,C07H,12568
A23L,C09K,12554
B29C,F16C,12551
B60N,B62D,12543
A61B,G01L,12518
F02B,F02C,12516
D06F,F26B,12515
C01G,C23C,12489
B32B,B42D,12477
A47K,B05B,12456
F02B,F16F,12456
B23Q,F16C,12452
B65H,G11B,12441
F03B,F03D,12438
B26D,D06H,12435
H01F,H03H,12428
A61K,D06P,12420
G06F,G07D,12419
F15B,G05D,12416
A61F,G02B,12410
A61L,D06M,12407
B24D,C09K,12381
G05D,G06T,12373
B01J,C07H,12366
C02F,C07C,12365
F01M,F16N,12362
B62D,F16D,12349
G01P,G01S,12344
C09D,C25D,12344
C08B,C12N,12343
F21S,G03B,12339
C01B,C01C,12337
A61B,G21K,12331
B60T,F16K,12326
C02F,C22B,12314
G01C,G06K,12311
C05D,C05G,12310
A43B,A43D,12310
G01T,G21K,12304
B41M,D06P,12303
C08L,G03G,12295
E04B,G10K,12283
B60J,C03C,12279
A41D,D03D,12277
H03H,H04N,12273
G06F,G07B,12266
B23B,B23D,12257
C07G,C12N,12252
G06V,G08B,12244
G05D,G06Q,12236
F24F,F24H,12233
B65D,C09J,12228
F21Y,G09F,12221
A01K,B01D,12220
B01J,B05D,12217
A61L,B65B,12217
B60R,H04W,12217
E01D,E04B,12210
G05F,H01L,12202
H01J,H01K,12190
C07C,C11C,12189
C05C,C05G,12187
B01J,F28D,12186
G01G,G01L,12185
B01J,F27B,12182
A23C,A61P,12174
G16B,G16H,12169
G09G,H03K,12159
B60R,H01M,12158
H01H,H02J,12157
C09K,C10N,12129
G08C,H04M,12113
A61P,C07G,12112
B29C,G03F,12096
G01M,G05B,12077
B03B,B07B,12073
C08L,E01C,12063
B29C,B60J,12055
H02K,H05K,12054
A61N,A61P,12053
A61L,B05B,12046
F25D,F28D,12031
G03B,G06K,12025
G08B,H05K,12021
B60G,B60K,12018
B21D,B26F,12017
F16H,F16K,12008
B63B,B63J,12008
A01G,C02F,12005
C09K,F25B,12001
C11D,H01L,11998
B60B,B62D,11986
B29C,B62D,11982
G01S,G06N,11979
C08L,D04H,11975
A23D,A61K,11956
F01M,F02M,11956
A61Q,C09B,11953
A01N,C08K,11947
A61K,D06M,11932
B05D,C09K,11920
C01B,G01N,11918
B41F,B41N,11913
B08B,B21D,11905
B09B,C05F,11904
C08K,D21H,11901
B63H,F02B,11899
G06V,H04L,11898
B42D,G06F,11892
F04D,F16C,11890
G05B,G06K,11885
B62D,F15B,11884
C03B,C04B,11834
F24F,H05K,11827
D21B,D21C,11810
B01D,F02B,11791
C07B,C08F,11785
H03B,H03H,11782
C07D,C11D,11781
B60T,F02D,11779
E01C,E01F,11775
F16M,G01N,11769
E06B,F24F,11767
C08G,G01N,11758
H04N,H05B,11741
A47L,B01D,11739
B23K,H01M,11735
F21W,H05B,11719
C08F,D01F,11718
A01K,A61D,11713
G04G,G06F,11708
F02B,F16C,11702
G11C,H04N,11674
F23D,F23Q,11674
F28F,H05K,11663
B23P,B62D,11663
G01S,H04R,11658
A61P,C08L,11657
G01N,G16H,11656
B01J,F28F,11655
B62D,B66F,11654
A01H,C07H,11650
E03C,E03D,11641
B60Q,G08B,11635
D01F,D02J,11633
B08B,F16L,11629
A61L,D04H,11627
A61B,H01L,11614
A47B,F25D,11595
H04B,H04K,11589
A41D,A63B,11581
G01J,G01M,11568
E21C,E21F,11561
F21K,H05B,11559
B66C,E04G,11559
G06F,H03H,11555
B29L,F16L,11549
A61Q,C12P,11531
B23Q,F16H,11519
C23F,C23G,11512
F28D,H01L,11510
B60R,H01B,11503
C09K,H01B,11499
B60R,G06K,11494
F04D,F16J,11487
C01B,C10J,11483
F23C,F23G,11481
B67D,G01F,11481
A47K,B65H,11472
B22F,B30B,11471
H01F,H01R,11468
G01S,H04Q,11466
C25B,C25C,11458
B24B,C09G,11452
B65D,E04H,11450
C01B,C10K,11450
B60R,G10K,11447
A61M,F16L,11443
A61L,C01B,11429
C07C,C10N,11418
F24D,H05B,11406
F21V,H02J,11403
A61Q,C08K,11398
B41J,G09G,11390
G05F,H03F,11390
G11C,H03M,11382
B64D,B64F,11377
F01M,F01P,11373
C01B,C07B,11373
A01H,A23L,11363
C08L,G01N,11356
B05B,F04B,11352
E04C,E06B,11347
E04G,F16B,11339
B05B,B67D,11322
B01J,C09C,11321
G05D,H01L,11304
G11B,H04R,11293
B81B,G01N,11287
C01F,C09K,11286
H02J,H04N,11283
H04L,H05K,11281
A61Q,D06P,11272
E01C,E04F,11271
F04C,F25B,11253
C09B,G03G,11245
C09B,G01N,11245
G05B,H04N,11238
A63B,A63F,11225
B65G,F26B,11223
B41C,B41M,11209
B60L,B60M,11207
C07B,G01N,11203
B60K,E02F,11202
E01C,E01H,11201
C23F,H05K,11200
G03G,H01L,11199
B60R,H04R,11198
B42D,G07D,11194
A61K,C09J,11172
A61L,C08B,11172
G05B,H04Q,11166
A23N,B07B,11142
B23B,B24B,11141
B60W,G06V,11136
C05F,C12N,11126
A01G,E04H,11121
F03D,H02J,11120
B60C,C08J,11118
B65D,C09D,11118
B09B,B29B,11101
G01T,H01J,11096
B08B,G09F,11095
H02K,H02N,11091
A41D,A61B,11088
G08C,H02J,11087
A21B,A47J,11084
B01D,H01L,11083
A47B,B43L,11082
B60N,B64D,11077
F16F,H02K,11070
B60B,B60K,11070
B05B,F16K,11066
A47F,A47G,11053
H02J,H04Q,11043
F01P,F04D,11041
B01D,F27D,11036
B23K,C04B,11019
A61Q,C09D,10999
B23D,B24B,10997
B01D,B65G,10996
A23L,C08L,10995
C23C,G01N,10986
H04H,H04J,10985
A61L,C09D,10982
A61B,G01K,10982
G01D,G01S,10973
B65D,D21H,10968
B43L,G09B,10964
B23P,C23C,10962
A01G,F21V,10954
G06F,H02H,10949
G01L,G06F,10933
F02D,F16K,10931
G10K,G10L,10918
A61L,G02C,10915
C11B,C11C,10907
C01B,C07F,10899
A47C,A47D,10898
H01F,H01G,10890
B02C,B03C,10886
F16G,F16H,10884
B05C,B08B,10882
B21C,B21F,10877
H01L,H01P,10872
G07B,G07C,10871
G01R,G01S,10866
B01J,H05H,10864
A23N,B02C,10861
B65D,B67B,10857
C09K,D21H,10855
B60R,F02D,10842
A23K,C07C,10837
C01B,H01G,10826
G06F,H01M,10820
B32B,B65B,10816
A47H,E06B,10814
A47B,B65G,10808
B28B,B28C,10790
G01D,G12B,10790
B23P,B24B,10784
G01B,H05K,10781
C09J,G02F,10780
B60C,C08F,10776
E04F,F24D,10776
B62D,G08G,10768
G01F,G01L,10764
E04B,F16F,10763
G01N,G21C,10763
C08J,G01N,10761
B01F,B29C,10761
B65G,G07F,10756
G01N,G02F,10742
C01G,C02F,10739
A61F,C12N,10738
G01R,G06K,10735
G07F,H04M,10731
F24D,G05D,10731
A61K,C09C,10726
G01D,G06K,10721
B08B,B29B,10710
B23K,F16L,10708
C02F,C04B,10704
C07F,C23C,10704
A23P,A61K,10703
C09K,C10L,10700
E01F,G08G,10697
B29C,F16J,10697
B60Q,F21Y,10692
G01R,G06T,10692
B29C,C09K,10691
B44C,E04F,10681
G05F,H02H,10676
G01L,G01R,10671
B60T,B61H,10667
G06F,H10K,10660
G01D,G06Q,10656
G08B,H05B,10654
D04H,D06N,10650
A61F,C08F,10649
B23H,B23P,10649
A47B,E05B,10646
B60Q,B60W,10639
F04B,F16H,10629
A23J,A23K,10629
B32B,G10K,10622
G01C,G06V,10619
C10G,C10M,10610
B23K,G01N,10603
A61B,G10K,10601
G11C,H04L,10589
C23F,C25D,10586
B65G,G05D,10575
A41D,D06M,10573
B01J,B29B,10572
C03C,G02F,10569
A47L,A61L,10567
F15B,F16D,10554
B01F,C12M,10549
F02M,F02P,10548
C10B,C10L,10547
F03C,F04B,10545
A23L,F26B,10544
G01S,G10K,10543
H01B,H05B,10542
F28F,H01L,10539
B23G,B23Q,10539
A23J,C07K,10531
B01D,G21F,10527
G01B,G05B,10525
G01F,G01M,10512
A01H,C12R,10498
E21B,F16K,10495
A47G,G09F,10490
F22B,F28D,10488
B29B,C08G,10488
C03C,C08G,10483
C02F,C23F,10481
B21D,B65G,10480
A61K,B32B,10480
A01P,C07F,10480
F02P,H01T,10478
B60K,G05D,10478
A63H,G09B,10477
B05D,G03F,10475
B63B,E21B,10474
C23F,H01J,10472
H01R,H04M,10469
G06F,H01B,10468
C21D,H05B,10460
G06N,G08G,10458
A61B,H04L,10457
B03C,B07B,10454
B22D,B22F,10453
C02F,F23G,10444
G01R,H03M,10428
B60S,B62D,10421
G12B,H05K,10418
E02D,G01N,10413
G03B,H05K,10409
A61M,G06F,10408
F02D,G01N,10406
C02B,C02F,10405
B41J,H05K,10404
A61L,A61N,10404
G01N,G08C,10403
G01B,G05D,10398
H04R,H05K,10397
B05D,C25D,10397
A61B,A61D,10390
F03D,H02K,10385
G05F,H05B,10385
B65G,G01G,10377
A62C,B05B,10377
D01D,D02J,10374
C07C,D06M,10352
F22B,F28F,10352
B01L,B65D,10352
B21D,F16B,10351
B01D,C12P,10346
C22F,C23C,10343
B29C,G06F,10340
B21B,C22F,10339
B82B,C01B,10330
C01B,C11D,10320
G01N,G03B,10318
A01N,A23K,10315
C01G,C09K,10307
A61D,A61M,10304
G01R,H04N,10298
G06F,H02M,10298
A01B,G05D,10296
B42D,G02B,10290
